puesto	tema	tipo	escrito_en_puesto	escrito_en_tema	semejanza	enunciado
4	3	nuevo				Organización básica de una producción audiovisual: preproducción, producción, grabación/emisión, postproducción, cierre documental y archivo.
4	4	nuevo				La escaleta/el guion. Desglose
4	5	nuevo				Documentación de producción: Planes de trabajo y órdenes de trabajo, citaciones, partes, listados, escaletas, hojas de ruta, permisos, autorizaciones, necesidades técnicas y documentación de cierre.
4	6	nuevo				Apoyo a la planificación de recursos humanos y técnicos: gestión de disponibilidad, turnos, desplazamientos, alojamiento, transporte, dietas y coordinación con las áreas implicadas. Normativa de la Junta de Andalucía en materia de gastos de desplazamiento y dietas.
4	7	nuevo				Gestión operativa de localizaciones, espacios y permisos: proceso de obtención de autorizaciones y permisos, documentación necesaria y gestión de incidencias.
4	8	nuevo				Apoyo a la contratación y relación con proveedores, colaboradores y servicios externos: solicitud de presupuestos, control de documentación, seguimiento de encargos y comprobación de prestaciones.
4	9	nuevo				Medios materiales de producción: control básico de necesidades, equipos técnicos artísticos, solicitud, recepción, entrega, devolución, inventario, transporte y conservación de materiales.
4	10	parecido	32	7	0.57	Producción de programas en estudio: necesidades de plató, público, invitados, escaleta, tiempos, accesos, coordinación con realización, redacción, técnica y servicios generales.
4	11	nuevo				Producción en exteriores y retransmisiones: desplazamientos, unidades móviles, acreditaciones, permisos, logística, equipos técnicos y seguimiento de incidencias.
4	12	nuevo				Documentación internacional para desplazamientos de equipos técnicos y humanos.
4	13	nuevo				Producción de informativos y actualidad: apoyo a coberturas, convocatorias, recursos, enlaces, coordinación territorial, tiempos de entrega y necesidades urgentes.
4	14	nuevo				Control administrativo básico de gastos de producción: facturas, albaranes, justificantes, dietas, desplazamientos, partes de trabajo y documentación económica elemental.
4	15	nuevo				Herramientas ofimáticas y aplicaciones de gestión aplicadas a la producción: hojas de cálculo, documentos compartidos, correo, agenda, bases de datos y sistemas corporativos.
4	16	nuevo				Igualdad, diversidad y accesibilidad y sostenibilidad en la producción audiovisual: trato adecuado, lenguaje inclusivo, menores, personas invitadas/colaboradoras.
4	17	identico	34	20	1.00	Prevención de riesgos laborales aplicada al puesto de trabajo: derechos y obligaciones de las personas trabajadoras en materia preventiva; riesgos generales y específicos del puesto en RTVA/CSRTV; pantallas de visualización de datos, ergonomía y trastornos musculoesqueléticos; accidente in itinere y en misión; equipos de protección individual y medidas preventivas.
12	1	nuevo				Documentación audiovisual y sonora: concepto, fines y funciones en una radiotelevisión pública. Tipos de documentos: audiovisual, sonoro, textual, fotográfico, gráfico y digital. Selección, adquisición, tratamiento, conservación, recuperación y difusión.
12	2	nuevo				El proceso documental en medios de comunicación: selección, adquisición, registro, análisis, tratamiento, conservación, recuperación, difusión y reutilización de fondos documentales.
12	3	nuevo				Catalogación, clasificación e indexación: metadatos descriptivos, técnicos, administrativos, jurídicos y de preservación; normalización, consistencia, control de calidad y trazabilidad.
12	4	nuevo				Tesauros, vocabularios controlados, ontologías, autoridades, normalización del lenguaje y mantenimiento de estructuras documentales.
12	5	nuevo				Archivos de televisión y radio: soportes físicos, digitalización, preservación, migración y control de obsolescencia. Nociones  básicas de restauración, control de calidad técnica y formatos de preservación.
12	6	nuevo				Las tecnologías de la información y su aplicación a los procesos documentales. Sistemas MAM/DAM, bases de datos documentales, ingesta, proxies, metadatos técnicos, derechos y flujos de producción.
12	7	nuevo				Búsqueda y recuperación de información: estrategias, perfiles de usuario, fuentes internas y externas.
12	8	nuevo				Derechos de uso de materiales de archivo: propiedad intelectual, derechos de autor y de imagen, música, obras preexistentes, licencias, cesiones, dominio público, entidades de gestión, limitaciones de uso y documentación justificativa.
12	9	nuevo				Archivo audiovisual y patrimonio público: conservación del patrimonio audiovisual andaluz, memoria histórica y cultural, acceso público, conservación y reutilización, difusión, valor de servicio público y responsabilidad institucional de RTVA/CSRTV.
12	10	nuevo				Cultura, actualidad y contexto informativo: conocimiento general de actualidad nacional, internacional y andaluza; instituciones, política, sociedad, economía, deporte, ciencia, tecnología, cultura, música, historia y territorio andaluz aplicados a la documentación audiovisual.
12	11	nuevo				Protección de datos, privacidad, menores, víctimas y tratamiento de imágenes sensibles en archivo.
12	12	nuevo				Fuentes de información periodística, institucional, jurídica, estadística, cultural y audiovisual.
12	13	nuevo				Conceptos básicos fundamentales de inteligencia artificial relacionados con documentación relativos a las tecnologías del lenguaje, procesamiento de lenguaje natural, reconocimiento de voz, imagen, OCR, sistemas de etiquetado búsqueda semántica, revisión humana, sesgos, fiabilidad y trazabilidad.
12	14	nuevo				Calidad, seguridad y continuidad del servicio documental: control de duplicados, coherencia de metadatos, auditoría documental, copias de seguridad, permisos, confidencialidad, continuidad de servicio, indicadores y mejora continua.
12	15	identico	34	20	1.00	Prevención de riesgos laborales aplicada al puesto de trabajo: derechos y obligaciones de las personas trabajadoras en materia preventiva; riesgos generales y específicos del puesto en RTVA/CSRTV; pantallas de visualización de datos, ergonomía y trastornos musculoesqueléticos; accidente in itinere y en misión; equipos de protección individual y medidas preventivas.
13	1	nuevo				Continuidad de televisión: concepto, funciones, escaleta, parrilla, emisión lineal y servicios digitales.
13	2	nuevo				Sistemas de automatización de emisión, servidores, playlists, tráfico, flujos y transferencias de ficheros, grafismo, subtítulos y señales externas. Eventos primarios y secundarios.
13	3	nuevo				Control de tiempos: entrada y salida de programas, publicidad, autopromociones, directos, desconexiones y ajustes de playlist.
13	4	nuevo				Calidad técnica de emisión: niveles de audio, vídeo, sincronía, legalidad de señal, monitorización y alarmas.
13	5	nuevo				Gestión de incidencias en emisión: protocolos, escalado, continuidad alternativa, cortes, ajustes y comunicación interna.
13	6	nuevo				Grabación de copia legal o judicial, registros de emisión, logs, certificaciones y documentación asociada.
13	7	nuevo				Publicidad y continuidad: bloques, patrocinios, autopromoción, cumplimiento de horarios y restricciones normativas.
13	8	nuevo				Accesibilidad en emisión: subtitulado, audiodescripción, lengua de signos, señalización y continuidad de servicios.
13	9	nuevo				Desconexiones territoriales, señales en directo, contribuciones externas y coordinación con controles de realización y unidades móviles.
13	10	nuevo				Protección de menores, calificación por edades, avisos, derechos de emisión y control de contenidos sensibles.
13	11	nuevo				Interacción con Informativos, producción, realización, comercial, programación, técnica y documentación.
13	12	nuevo				Formatos, códecs, metadatos, material de emisión, control de entregas y validación previa.
13	13	nuevo				Continuidad en situaciones de emergencia, alertas públicas, comunicados institucionales y servicio esencial.
13	14	nuevo				Trabajo a turnos, concentración, toma de decisiones y responsabilidad ante imprevistos.
13	15	nuevo				Trazabilidad, archivo de incidencias, protocolos técnicos de emisión y consulta.
13	16	nuevo				Normativa audiovisual aplicable a publicidad, protección de menores y accesibilidad.
13	17	nuevo				Buenas prácticas de ciberseguridad en entornos de emisión.
13	18	nuevo				Legislación audiovisual.
13	19	nuevo				Sonido en Televisión, protocolos aplicables. Sonoridad.
13	20	identico	34	20	1.00	Prevención de riesgos laborales aplicada al puesto de trabajo: derechos y obligaciones de las personas trabajadoras en materia preventiva; riesgos generales y específicos del puesto en RTVA/CSRTV; pantallas de visualización de datos, ergonomía y trastornos musculoesqueléticos; accidente in itinere y en misión; equipos de protección individual y medidas preventivas.
22	1	nuevo				Organización y funciones de la Dirección Financiera. Planificación, coordinación, dirección de equipos, gestión por objetivos y mejora continua de los procesos económico-financieros.
22	2	nuevo				Marco jurídico y organizativo de las agencias públicas empresariales y sociedades mercantiles públicas del sector público de Andalucía.
22	3	nuevo				Régimen económico-financiero de las agencias públicas empresariales y sociedades mercantiles del sector público de Andalucía.
22	4	nuevo				Contabilidad financiera de entidades públicas empresariales. Principios contables, registro de operaciones, criterios de valoración y elaboración de información financiera.
22	5	nuevo				Plan General de Contabilidad aplicable a entidades públicas empresariales. Inmovilizado, existencias, provisiones, periodificaciones y cierre contable.
22	6	nuevo				Cuentas anuales, estados financieros, memoria e informe de gestión. Análisis económico-financiero e indicadores.
22	7	nuevo				Contabilidad presupuestaria. Elaboración, ejecución, modificaciones, seguimiento, liquidación y cierre del presupuesto.
22	8	nuevo				Planificación financiera, tesorería y gestión de la liquidez. Cobros, pagos, conciliaciones bancarias y previsiones financieras.
22	9	nuevo				Estabilidad presupuestaria, sostenibilidad financiera y principios de eficiencia en la gestión de los recursos públicos.
22	10	nuevo				Subvenciones, transferencias y otras fuentes de financiación pública. Gestión, seguimiento y obligaciones de justificación.
22	11	nuevo				Contratación pública con incidencia económico-presupuestaria. Preparación, ejecución, seguimiento económico y liquidación de contratos.
22	12	nuevo				Ley de Contratos del Sector Público: principios, ámbito subjetivo, tipos de  contratos, expedientes y procedimientos de adjudicación
22	13	nuevo				Gestión económico-financiera de proveedores, acreedores y deudores. Facturación, obligaciones de cobro/pago y control documental.
22	14	nuevo				Gestión patrimonial. Inventario, inmovilizado, amortizaciones, inversiones y seguimiento de la ejecución presupuestaria asociada.
22	15	nuevo				Sistemas de información económico-financiera y administración electrónica aplicada a la gestión económica. ERP, gestión documental, automatización de procesos, explotación de datos, cuadros de mando e indicadores de gestión. Sistema de gestión de la información económica de la Junta de Andalucía (GIRO).
22	16	nuevo				Planificación económico-financiera y control de gestión. Elaboración de previsiones, seguimiento de objetivos, indicadores de eficiencia y apoyo a la toma de decisiones.
22	17	nuevo				Elaboración de informes técnicos, memorias, indicadores de gestión y documentación para los órganos de dirección y gobierno.
22	18	nuevo				Régimen fiscal: IVA, Impuesto de Sociedades, IRPF, tributación local (IAE, IBI, tasas), tributación de no residentes. Declaraciones y aspectos prácticos. Censos de empresarios y profesionales. Régimen de cotizaciones y liquidaciones de la Seguridad Social.
22	19	nuevo				Legislación civil y mercantil aplicada al área económico-financiera: Tipos de sociedades, tipos de contratos, cesiones de crédito, concursos de acreedores, fianzas, depósitos, avales, embargos, retenciones en nóminas y créditos.
22	20	nuevo				Aspectos básicos de normativa y operatoria bancaria. Contratos de cuentas, liquidaciones de intereses y comisiones, pólizas de crédito, préstamos, créditos documentarios. Medios de pagos y cobros (transferencias, cheques, confirming, etc.). Banca electrónica y conciliaciones bancarias. Operaciones con divisas.
22	21	identico	34	20	1.00	Prevención de riesgos laborales aplicada al puesto de trabajo: derechos y obligaciones de las personas trabajadoras en materia preventiva; riesgos generales y específicos del puesto en RTVA/CSRTV; pantallas de visualización de datos, ergonomía y trastornos musculoesqueléticos; accidente in itinere y en misión; equipos de protección individual y medidas preventivas.
24	1	nuevo				Ley 18/2007, de 17 de diciembre, de la Radio y Televisión de titularidad autonómica: Capítulos I, II, III y V.
24	2	nuevo				Ley 9/2007, de 22 de octubre, de la Administración de la Junta de Andalucía: Títulos II y III
24	3	nuevo				Leyes vigentes del Presupuesto del Estado y de la Comunidad Autónoma de Andalucía en lo referente a la gestión de personal en entidades del sector público instrumental.
24	4	nuevo				Real Decreto Legislativo 2/2015, de 23 de octubre, por el que se aprueba el texto refundido de la Ley del Estatuto de los Trabajadores.
24	5	nuevo				Real Decreto Legislativo 5/2000, de 4 de agosto, por el que se aprueba el texto refundido de la Ley sobre Infracciones y Sanciones en el Orden Social.
24	6	nuevo				Ley 23/2015, de 21 de julio, Ordenadora del Sistema de Inspección de Trabajo y Seguridad Social.
24	7	nuevo				Convenio Colectivo de la RTVA y CSRTV
24	8	nuevo				Reglamento de la Mesa de Contratación de RTVA y CSRTV
24	9	nuevo				Ley 5/2023, de 7 de junio, de la Función Pública de Andalucía (materias de aplicación directa a RTVA y CSRTV)
24	10	nuevo				Ley Orgánica 3/2007, de 22 de marzo, para la igualdad efectiva de mujeres y hombres
24	11	nuevo				Real Decreto 901/2020, de 13 de octubre, por el que se regulan los planes de igualdad y su registro y se modifica el Real Decreto 713/2010, de 28 de mayo, sobre registro y depósito de convenios y acuerdos colectivos de trabajo.
24	12	nuevo				Real Decreto 902/2020, de 13 de octubre, de igualdad retributiva entre mujeres y hombres.
24	13	nuevo				Ley 12/2007, de 26 de noviembre, para la promoción de la igualdad de género en Andalucía
24	14	nuevo				Ley 10/2021, de 9 de julio, de trabajo a distancia
24	15	nuevo				Ley Orgánica 11/1985, de 2 de agosto, de Libertad Sindical
24	16	nuevo				Ley Orgánica 3/2018, de 5 de diciembre, de Protección de Datos Personales y garantía de los derechos digitales: Título II, IV, V y X.
24	17	nuevo				Decreto 54/1989, de 21 de marzo, sobre indemnizaciones por razón del servicio de la Junta de Andalucía.
24	18	nuevo				Gestión de reclamaciones e incidencias laborales: análisis del caso, respuesta interna, seguimiento y coordinación con Asesoría Jurídica.
24	19	nuevo				Gestión documental y sistemas de información de RRHH (SAP)
24	20	identico	34	20	1.00	Prevención de riesgos laborales aplicada al puesto de trabajo: derechos y obligaciones de las personas trabajadoras en materia preventiva; riesgos generales y específicos del puesto en RTVA/CSRTV; pantallas de visualización de datos, ergonomía y trastornos musculoesqueléticos; accidente in itinere y en misión; equipos de protección individual y medidas preventivas.
35	1	nuevo				Arquitectura de sistemas de información en radiotelevisión pública: aplicaciones corporativas, sistemas de producción, sistemas críticos e integración con entornos audiovisuales e informáticos.
35	2	nuevo				Sistemas operativos de servidor, puesto y dispositivos móviles: fundamentos, características técnicas, funcionales y de administración; Windows, Linux, Unix y otros; instalación, configuración, hardening, monitorización y automatización.
35	3	nuevo				Arquitecturas de aplicaciones y servicios: cliente-servidor, multicapas, multidispositivo, interoperabilidad de componentes, servicios web, contenedores, microservicios, despliegue, monitorización y escalado.
35	4	nuevo				Bases de datos y arquitectura de datos: arquitectura ANSI/SPARC, sistemas de gestión de bases de datos relacionales, lenguaje SQL, interoperabilidad entre gestores, bases de datos no relacionales, diseño lógico, administración, consultas, seguridad, copias y recuperación.
35	5	nuevo				Lenguajes de marca, lenguajes de etiqueta y lenguajes de script: SGML, HTML, XML, derivaciones, características y funcionalidades.
35	6	nuevo				Modelos y protocolos de red: modelo TCP/IP, modelo OSI, arquitectura, capas, interfaces, protocolos, direccionamiento, encaminamiento y principios de funcionamiento de Internet.
35	7	nuevo				Redes de datos corporativas: direccionamiento, VLAN, routing, switching, DNS, DHCP, VPN, WiFi corporativa, calidad de servicio, administración de redes locales, gestión de usuarios y dispositivos, monitorización y control de tráfico, y gestión SNMP.
35	8	nuevo				Redes de área extensa e inalámbricas: tecnologías WDM, MPLS y SD-WAN; protocolos de encaminamiento; redes inalámbricas, protocolos, características funcionales y técnicas, expansión del espectro, sistemas de acceso, modos de operación, seguridad y normativa reguladora.
35	9	nuevo				Comunicaciones convergentes y movilidad: redes de nueva generación y servicios convergentes —NGN/IMS—, VoIP, ToIP, comunicaciones unificadas, convergencia telefonía fija-móvil, sistemas de comunicaciones móviles, generaciones de telefonía móvil y soluciones MDM, EMM y UEM.
35	10	nuevo				Sistemas de videoconferencia: protocolos, dimensionamiento, calidad de servicio en las comunicaciones, acondicionamiento de salas y equipos.
35	11	nuevo				Virtualización, almacenamiento e infraestructuras de centro de procesamiento de datos: planificación física, dimensionamiento, consolidación de servidores y recursos, almacenamiento, copias de seguridad, alta disponibilidad, balanceo de carga, continuidad de negocio y recuperación ante desastres.
35	12	nuevo				Seguridad de sistemas y redes: seguridad perimetral, control de accesos, técnicas criptográficas, protocolos seguros, firma digital, redes privadas virtuales, seguridad en el puesto de usuario, seguridad física y lógica, vulnerabilidades, protección, herramientas de ciberseguridad, gestión de incidentes e informática forense.
35	13	nuevo				Ciberseguridad, riesgos y cumplimiento: análisis y gestión de riesgos de los sistemas de información, herramientas, gestión de identidades, registro de eventos, respuesta a incidentes, cumplimiento normativo y Esquema Nacional de Seguridad: principios básicos y seguridad como proceso integral.
35	14	nuevo				Auditoría informática: objetivos, alcance, metodología, técnicas y herramientas, normas y estándares; auditoría del Esquema Nacional de Seguridad, auditoría de protección de datos y auditoría de seguridad física.
35	15	nuevo				Explotación de sistemas y gestión del servicio: monitorización, planificación de trabajos, gestión de incidencias, niveles de servicio, gestión ITIL, administración de correo, colaboración, gestión documental, herramientas ofimáticas y soporte a usuarios.
35	16	nuevo				Integración de sistemas audiovisuales e informáticos: MAM, PAM, sistemas de redacción —newsroom—, automatización, transcodificación, APIs y flujos IP.
35	17	nuevo				Inteligencia de negocios, gobierno y explotación del dato: cuadros de mando integral, sistemas de soporte a la decisión, sistemas de información ejecutiva, almacenes de datos, OLTP y OLAP, estrategia, gestión y calidad del dato, catálogos y conjuntos de datos, semánticas, ontologías, data lake, data warehouse, lakehouse, data fabric, data mesh, tecnologías PET, espacios de datos y aspectos tecnológicos y organizativos de la compartición de datos.
35	18	nuevo				Protección de datos, privacidad e inteligencia artificial: protección de datos y privacidad desde el diseño en aplicaciones y sistemas corporativos; inteligencia artificial y automatización en medios, usos, riesgos, supervisión humana, sesgos, trazabilidad y propiedad intelectual.
35	19	nuevo				Cloud, contratación tecnológica y gestión de activos TIC: cloud, servicios híbridos, contratación tecnológica en el sector público, requisitos, seguridad, soberanía del dato, reversibilidad, inventario, licencias software, compras TIC, obsolescencia, mantenimiento y gestión de proveedores.
35	20	nuevo				Gestión tecnológica, usuarios y marco jurídico del software: gestión de proyectos tecnológicos —alcance, planificación, riesgos, recursos, pruebas de aceptación y documentación—; técnicas de evaluación de alternativas, análisis de viabilidad, planificación, presupuestación y control de costes; gestión de atención a clientes y usuarios, centros de contacto, CRM, arquitectura multicanal, IVR y Voice XML; software libre y propietario, tipos de licencias, protección jurídica de programas de ordenador y tecnologías de protección de derechos digitales.
35	21	identico	34	20	1.00	Prevención de riesgos laborales aplicada al puesto de trabajo: derechos y obligaciones de las personas trabajadoras en materia preventiva; riesgos generales y específicos del puesto en RTVA/CSRTV; pantallas de visualización de datos, ergonomía y trastornos musculoesqueléticos; accidente in itinere y en misión; equipos de protección individual y medidas preventivas. .
6	1	nuevo				Electricidad y electrónica básica: magnitudes, corriente, tensión, potencia, componentes y medición.
6	2	nuevo				Señales de vídeo y audio en entornos broadcast: analógico, digital, SDI, IP, sincronía y referencia.
6	3	nuevo				Instalación y mantenimiento de equipos electrónicos de televisión, radio y producción.
6	4	nuevo				Mantenimiento preventivo y correctivo: diagnóstico, instrumentación, averías, repuestos y documentación.
6	5	nuevo				Cámaras, CCU, monitores, mezcladores, matrices, servidores, intercom, prompter y equipos auxiliares.
6	6	nuevo				Enlaces, distribución de señales, patch panels, cableado, conectores, fibra óptica y medidas de calidad.
6	7	nuevo				Sistemas de emisión, continuidad, contribución, codificación, multiplexación y transporte.
6	8	nuevo				Electrónica en unidades móviles y exteriores: montaje, pruebas, alimentación, climatización y seguridad.
6	9	nuevo				Audio técnico: microfonía, líneas, niveles, consolas, procesamiento y sincronía con vídeo.
6	10	nuevo				Vídeo sobre IP y estándares de producción en red: conceptos, PTP, latencia, redundancia y monitorización.
6	11	nuevo				Instrumentación: multímetro, osciloscopio, generadores, analizadores de señal, medidores de campo y software de diagnóstico.
6	12	nuevo				Aspectos básicos de la gestión de incidencias técnicas y partes.
6	13	nuevo				Planos, esquemas, manuales técnicos, inventario, almacén de repuestos y gestión de obsolescencia.
6	14	nuevo				Compatibilidad electromagnética, puesta a tierra, alimentación ininterrumpida y protección frente a sobretensiones.
6	15	identico	34	20	1.00	Prevención de riesgos laborales aplicada al puesto de trabajo: derechos y obligaciones de las personas trabajadoras en materia preventiva; riesgos generales y específicos del puesto en RTVA/CSRTV; pantallas de visualización de datos, ergonomía y trastornos musculoesqueléticos; accidente in itinere y en misión; equipos de protección individual y medidas preventivas.
7	1	nuevo				Mezcladores de vídeo: arquitectura, buses, keyers, DVE, macros, memorias, snapshots y superficies de control.
7	2	nuevo				Fuentes de vídeo: cámaras, servidores, grafismo, señales externas, retornos, monitores y multiviewers.
7	3	nuevo				Sincronía de señales, genlock, formatos, resolución, relación de aspecto, frame rate y conversión.
7	4	nuevo				Efectos de vídeo, transiciones, cortinillas, chroma, incrustaciones, máscaras y composición multicapa.
7	5	nuevo				Preparación técnica de programas: preproducción, configuración de mesa, pruebas, backups y coordinación con realización.
7	6	nuevo				Mezcla en directo: ejecución de escaleta, órdenes de realización, prevención de errores y gestión de imprevistos.
7	7	nuevo				Postproducción de efectos digitales y acabado visual de piezas y promociones.
7	8	nuevo				Calidad de señal: colorimetría, niveles, legalización, HDR/SDR, monitorización y control técnico.
7	9	nuevo				Integración con grafismo, realidad aumentada, decorados virtuales y sistemas de automatización.
7	10	nuevo				Intercomunicación con control, plató, continuidad, unidades móviles y equipos externos.
7	11	nuevo				Sistemas IP y producción remota: latencia, redundancia, PTP, NDI/SMPTE y monitorización.
7	12	nuevo				Archivo y documentación de configuraciones, plantillas, presets y procedimientos de operación.
7	13	nuevo				Prevención de riesgos, ergonomía, pantallas de visualización y fatiga operativa.
7	14	nuevo				Tratamiento de señales externas, feeds, pool y cesiones.
7	15	nuevo				Resolución de incidencias en directo y criterios de continuidad de servicio.
7	16	nuevo				Buenas prácticas de trabajo en equipo, concentración, comunicación y trazabilidad.
7	17	identico	34	20	1.00	Prevención de riesgos laborales aplicada al puesto de trabajo: derechos y obligaciones de las personas trabajadoras en materia preventiva; riesgos generales y específicos del puesto en RTVA/CSRTV; pantallas de visualización de datos, ergonomía y trastornos musculoesqueléticos; accidente in itinere y en misión; equipos de protección individual y medidas preventivas.
18	1	nuevo				Planificación, coordinación y supervisión de equipos en el ámbito del puesto.
18	2	nuevo				Elaboración de informes, indicadores, memorias, partes de actividad e incidencias.
18	3	nuevo				Gestión de recursos propios y externos, prioridades, turnos, continuidad del servicio y mejora de procedimientos.
18	4	nuevo				Fundamentos de radiofrecuencia: espectro, modulación, propagación, antenas, potencia, ruido y cobertura.
18	5	nuevo				Redes de telecomunicaciones para radio y televisión: transporte, contribución, distribución y difusión.
18	6	nuevo				Sistemas de enlace: radioenlaces, fibra, satélite, IP, microondas, mochilas y unidades móviles.
18	7	nuevo				Planificación, supervisión y mantenimiento de instalaciones de telecomunicaciones de RTVA y CSRTV.
18	8	nuevo				Medidas y pruebas: medidores de campo, analizadores de espectro, BER, MER, potencia, ROE y calidad de señal.
18	9	nuevo				Emisión de radio FM/DAB y televisión digital terrestre: conceptos, centros emisores y redes de difusión.
18	10	nuevo				Redundancia, continuidad de servicio, alarmas, monitorización y planes de contingencia.
18	11	nuevo				Interferencias, compatibilidad electromagnética, coordinación de frecuencias y resolución de incidencias.
18	12	nuevo				Normativa de telecomunicaciones, uso del espectro, autorizaciones, seguridad radioeléctrica y coordinación con operadores.
18	13	nuevo				Infraestructura: torres, antenas, líneas de transmisión, puesta a tierra, climatización, energía y protección eléctrica.
18	14	nuevo				Transporte IP de señales audiovisuales: Sistemas y protocolos de Codificación de video y audio IP,. Tipos de Codecs.  QoS, multicast, sincronía, PTP, latencia y ciberseguridad.
18	15	nuevo				Dispositivos de transmisión portátiles 4G, 5G.
18	16	nuevo				Gestión de proyectos de telecomunicaciones: diseño, licitación, recepción, pruebas y documentación técnica.
18	17	nuevo				Coordinación de medios propios y ajenos, proveedores, mantenedores y centros territoriales.
18	18	nuevo				Elaboración de informes de actividad, incidencias, mejoras y planificación de inversiones.
18	19	identico	34	20	1.00	Prevención de riesgos laborales aplicada al puesto de trabajo: derechos y obligaciones de las personas trabajadoras en materia preventiva; riesgos generales y específicos del puesto en RTVA/CSRTV; pantallas de visualización de datos, ergonomía y trastornos musculoesqueléticos; accidente in itinere y en misión; equipos de protección individual y medidas preventivas.
26	1	nuevo				La Constitución Española: estructura, valores superiores, principios constitucionales, derechos fundamentales y libertades públicas. Garantías constitucionales, recurso de amparo y control de constitucionalidad.
26	2	nuevo				El Estatuto de Autonomía para Andalucía: organización institucional, competencias de la Comunidad Autónoma y régimen del sector público andaluz.
26	3	nuevo				Instituciones de la Comunidad Autónoma de Andalucía: Parlamento, Presidencia de la Junta, Consejo de Gobierno, Consejo Consultivo, Consejo Audiovisual de Andalucía y Administración de la Junta de Andalucía.
26	4	nuevo				La RTVA y Canal Sur Radio y Televisión, S.A.: naturaleza jurídica, misión de servicio público, organización, órganos de gobierno, control parlamentario, régimen jurídico y especialidades de las sociedades mercantiles públicas audiovisuales.
26	5	nuevo				El sector público instrumental andaluz: agencias públicas empresariales, sociedades mercantiles públicas, entidades instrumentales, organización administrativa, competencia, jerarquía, delegación, avocación y desconcentración.
26	6	nuevo				Fuentes del Derecho y ordenamiento jurídico: Constitución, leyes, reglamentos, tratados internacionales, Derecho de la Unión Europea, principios generales, jurisprudencia, jerarquía normativa, competencia, vigencia, derogación e irretroactividad.
26	7	nuevo				Procedimiento administrativo común y régimen jurídico del sector público: actos administrativos, interesados, fases del procedimiento, silencio administrativo, notificación electrónica, invalidez, revisión de oficio, recursos administrativos y simplificación administrativa.
26	8	nuevo				Transparencia, buen gobierno, acceso a la información pública y protección de datos personales: publicidad activa, límites al acceso, datos especialmente protegidos, RGPD, LOPDGDD, delegado de protección de datos, evaluaciones de impacto y seguridad de la información.
26	9	nuevo				Contratación del sector público: ámbito subjetivo y objetivo, tipos contractuales, órganos de contratación, expediente, pliegos, procedimientos de adjudicación, ejecución, modificación, resolución, recurso especial y especialidades en el sector audiovisual.
26	10	nuevo				Derecho presupuestario, subvenciones y control financiero: Hacienda Pública, presupuestos, estabilidad presupuestaria, ayudas públicas, reintegro de subvenciones, intervención, auditoría pública, responsabilidad contable y control financiero permanente.
26	11	nuevo				Responsabilidad patrimonial, potestad sancionadora y bienes públicos: requisitos de la responsabilidad, procedimiento, derecho sancionador administrativo, concurrencia con el orden penal, dominio público, bienes patrimoniales y régimen patrimonial de las entidades públicas.
26	12	nuevo				Derecho audiovisual: servicio público de comunicación audiovisual, Ley General de Comunicación Audiovisual, Ley Audiovisual de Andalucía, licencias, comunicaciones comerciales, protección de menores, accesibilidad, pluralismo, autoridades reguladoras y Código de Conducta Comercial.
26	13	nuevo				Derecho de la información: libertad de expresión e información, derecho al honor, intimidad y propia imagen, derecho de rectificación, secreto profesional, cláusula de conciencia y responsabilidad jurídica en la actividad informativa.
26	14	nuevo				Derecho civil patrimonial: persona jurídica, capacidad y representación, negocio jurídico, obligaciones, contratos, interpretación contractual, ineficacia, nulidad, anulabilidad, rescisión, prescripción, caducidad y responsabilidad civil contractual y extracontractual.
26	15	nuevo				Contratación civil y audiovisual: contratos de servicios y obra, producción y coproducción audiovisual, adquisición de derechos de emisión y antena, patrocinios, publicidad, distribución, exhibición, licencias de contenidos, derechos digitales y contratos electrónicos.
26	16	nuevo				Propiedad intelectual e industrial: derechos de autor, derechos morales y de explotación, límites, dominio público, contratos de propiedad intelectual, entidades de gestión, marcas, nombres comerciales, formatos, archivo audiovisual y protección de activos intangibles.
26	17	nuevo				Derecho mercantil y societario: empresario, empresa, Registro Mercantil, sociedades mercantiles, sociedad anónima y limitada, órganos sociales, cuentas anuales, transformación, fusión, escisión, liquidación, grupos de sociedades y gobierno corporativo.
26	18	nuevo				Derecho de la competencia, publicidad y mercado audiovisual: competencia desleal, defensa de la competencia, publicidad, consumo, servicios digitales, plataformas multiplataforma y régimen jurídico de las empresas de comunicación.
26	19	nuevo				Derecho laboral individual: fuentes del Derecho del Trabajo, contrato de trabajo, modalidades contractuales, derechos y deberes laborales, poder de dirección, jornada, salario, modificación, suspensión, extinción, despido y régimen disciplinario.
26	20	nuevo				Derecho laboral colectivo y empleo público en RTVA/CSRTV: X Convenio Colectivo, clasificación profesional, provisión de plazas, selección, contratación, movilidad, promoción, negociación colectiva, representación legal, libertad sindical, conflictos colectivos y huelga.
26	21	nuevo				Seguridad Social, prevención de riesgos laborales e igualdad en el empleo: afiliación, cotización, acción protectora, incapacidad temporal, accidente de trabajo, enfermedad profesional, prevención de riesgos, coordinación de actividades empresariales, planes de igualdad, acoso, violencia de género, discapacidad y medidas de acción positiva.
26	22	nuevo				Derecho procesal general y defensa jurídica de entidades públicas: jurisdicción y competencia, planta judicial, actos de comunicación, partes, legitimación, representación, prueba, sentencia, cosa juzgada, recursos, ejecución y especialidades de la defensa de RTVA y sus sociedades filiales.
