puesto	tema	tipo	escrito_en_puesto	escrito_en_tema	semejanza	enunciado
3	11	identico	34	20	1.00	Prevención de riesgos laborales aplicada al puesto de trabajo: derechos y obligaciones de las personas trabajadoras en materia preventiva; riesgos generales y específicos del puesto en RTVA/CSRTV; pantallas de visualización de datos, ergonomía y trastornos musculoesqueléticos; accidente in itinere y en misión; equipos de protección individual y medidas preventivas.
9	1	nuevo				Organización del trabajo de iluminación en estudios, platós, exteriores y unidades móviles: fases del montaje, desmontaje, pruebas, ensayos, grabación y emisión. Reparto de tareas, comunicación durante el montaje, relación con el Iluminador/a Superior, Iluminador/a, eléctrico de iluminación y resto de áreas.
9	2	nuevo				Equipos de iluminación en televisión: proyectores fresnel, LED, HMI, fluorescencia, móviles, cicloramas, recortes, accesorios, soportes y elementos auxiliares.
9	3	nuevo				Distribución y ubicación de aparatos de iluminación: interpretación de planos de localización, esquemas de luces, posiciones, tiros, alturas, distancias, cobertura y criterios de seguridad.
9	4	nuevo				Hojas de actuación y documentación de montaje: localización de aparatos, efectos de luminotecnia, asignación de circuitos, cuadro de mando, cambios previstos, partes e incidencias.
9	5	nuevo				Montaje, desmontaje y supervisión de equipos de iluminación: procedimientos, orden de montaje, revisión de materiales, comprobaciones previas y conservación del equipamiento.
9	6	nuevo				Electricidad aplicada al montaje de iluminación: potencias, consumos, líneas, fases, equilibrado de cargas, conectores, cuadros, protecciones, dimmers y alimentación segura.
9	7	nuevo				Sistemas de suspensión, fijación y elevación de proyectores: parrillas, barras, trusses, pantógrafos, eslingas, grilletes, motores y criterios básicos de reparto de cargas.
9	8	nuevo				Pupitres y mesas de iluminación: operación básica, memorias, cues, efectos, regulación, direccionamiento y coordinación con el desarrollo del programa.
9	9	nuevo				Iluminación en programas de estudio: informativos, magazines, entrevistas, debates, musicales, entretenimiento y formatos con público.
9	10	nuevo				Iluminación en exteriores y retransmisiones: planificación operativa, climatología, alimentación, grupos electrógenos, cableado, accesos, seguridad y contingencias.
9	11	parecido	14	11	0.50	Mantenimiento operativo del material de iluminación: revisión del estado de aparatos, accesorios, cables, conectores, lámparas, fuentes LED, soportes, incidencias e inventario básico.
9	12	nuevo				Coordinación operativa y gestión de incidencias en entornos audiovisuales: comunicaciones, órdenes de trabajo, partes, avisos, escalado y continuidad del servicio en grabaciones, directos y retransmisiones.
9	13	nuevo				Eficiencia energética, sostenibilidad y buenas prácticas ambientales en el uso de equipos de iluminación: tecnología LED, reducción de consumos, vida útil de equipos y gestión de residuos.
9	14	parecido	34	20	0.79	Prevención de riesgos laborales aplicada al puesto de trabajo: derechos y obligaciones de las personas trabajadoras en materia preventiva; riesgos generales y específicos del puesto en RTVA/CSRTV; pantallas de visualización de datos, ergonomía y trastornos musculoesqueléticos; trabajos en altura, manipulación de cargas, calor, cableado, montaje, desmontaje; accidente in itinere y en misión; equipos de protección individual y medidas preventivas.
10	1	nuevo				Unidades móviles de radio y televisión: tipos, dotación técnica, organización, logística y coordinación operativa.
10	2	nuevo				Conducción segura y eficiente de vehículos de empresa: normativa de tráfico, tacógrafo cuando proceda, mantenimiento y responsabilidad.
10	3	nuevo				Planificación de desplazamientos: rutas, horarios, accesos, permisos, estacionamiento, carga y descarga.
10	4	nuevo				Montaje y apoyo operativo en exteriores: cableado, señalización, alimentación, soportes y asistencia al equipo técnico.
10	5	nuevo				Elementos básicos de producción en exteriores: necesidades de cámara, sonido, iluminación, enlaces y comunicaciones.
10	6	nuevo				Seguridad vial y prevención de riesgos: fatiga, climatología, cargas, EPIs, trabajo nocturno y emergencias.
10	7	nuevo				Control documental del vehículo: partes, incidencias, seguros, revisiones, combustible y equipamiento.
10	8	nuevo				Atención a eventos institucionales, deportivos, culturales, informativos y retransmisiones especiales.
10	9	nuevo				Comunicación con producción, técnica, redacción, realización y responsables de seguridad del evento.
10	10	nuevo				Protocolos ante averías, accidentes, retrasos, cambios de localización y situaciones urgentes.
10	11	nuevo				Conocimientos básicos de electricidad, grupos electrógenos, cableado y seguridad en montajes temporales.
10	12	nuevo				Gestión de materiales y equipos transportados: inventario, estiba, protección, custodia y devolución.
10	13	nuevo				Buenas prácticas ambientales en desplazamientos y operación de unidades móviles.
10	14	nuevo				Atención al público y comportamiento profesional en espacios externos representando a Canal Sur.
10	15	nuevo				Accesibilidad y coordinación en coberturas con presencia de personas con discapacidad o público vulnerable.
10	16	nuevo				Uso de herramientas de navegación, comunicación, gestión de incidencias y registro de actividad.
10	17	identico	34	20	1.00	Prevención de riesgos laborales aplicada al puesto de trabajo: derechos y obligaciones de las personas trabajadoras en materia preventiva; riesgos generales y específicos del puesto en RTVA/CSRTV; pantallas de visualización de datos, ergonomía y trastornos musculoesqueléticos; accidente in itinere y en misión; equipos de protección individual y medidas preventivas.
11	1	identico	18	1	1.00	Planificación, coordinación y supervisión de equipos en el ámbito del puesto.
11	2	identico	18	2	1.00	Elaboración de informes, indicadores, memorias, partes de actividad e incidencias.
11	3	nuevo				Diseño y coordinación de programas: objetivos, formatos, públicos, parrilla, identidad de canal y misión de servicio público.
11	4	nuevo				Planificación de contenidos: escaletas, temporadas, especiales, continuidad editorial y coordinación de áreas.
11	5	nuevo				Gestión de parrilla y programación: franjas, audiencias, competencia, eventos, ajuste de tiempos y cambios imprevistos.
11	6	nuevo				Análisis de audiencias, indicadores digitales, métricas de consumo y evaluación de resultados.
11	7	parecido	30	9	0.50	Coordinación con equipos de producción, realización, redacción, documentación, continuidad y promoción.
11	8	nuevo				Control de calidad editorial y técnica de programas propios, ajenos, coproducciones y adquisiciones.
11	9	nuevo				Accesibilidad, protección de menores, calificación de contenidos y pluralismo en la programación.
11	10	nuevo				Programación territorial y servicio público: desconexiones, cobertura de Andalucía, cultura, lengua y diversidad.
11	11	nuevo				Innovación de formatos: transmedia, redes, podcast, streaming, interacción y participación ciudadana.
11	12	nuevo				Gestión presupuestaria y seguimiento de recursos asociados a programas.
11	13	nuevo				Comunicación interna, reuniones de seguimiento, actas, informes y cuadros de planificación.
11	14	nuevo				Criterios de igualdad, diversidad y representación equilibrada en formatos y contenidos.
11	15	nuevo				Gestión de crisis de programación, directos, cancelaciones, sustituciones y alteraciones de parrilla.
11	16	nuevo				Relación con organismos públicos, proveedores, productoras, distribuidoras y otros operadores.
11	17	identico	34	20	1.00	Prevención de riesgos laborales aplicada al puesto de trabajo: derechos y obligaciones de las personas trabajadoras en materia preventiva; riesgos generales y específicos del puesto en RTVA/CSRTV; pantallas de visualización de datos, ergonomía y trastornos musculoesqueléticos; accidente in itinere y en misión; equipos de protección individual y medidas preventivas.
16	1	nuevo				Fundamentos de la luz: intensidad, dirección, calidad, contraste, temperatura de color, sombras, brillo, difusión, dureza, cobertura y modelado.
16	2	nuevo				Colorimetría aplicada a televisión: grados Kelvin, balance de blancos, reproducción cromática, dominantes, mezcla de fuentes, filtros y corrección de temperatura de color.
16	3	nuevo				Fotometría y medición de luz: lux, candelas, luminancia, exposición, fotómetros, termocolorímetros, medición incidente y reflejada, y aplicación práctica a cámara.
16	4	parecido	9	2	0.60	Operación con equipos de iluminación en televisión: fresnel, LED, HMI, recortes, móviles, fluorescencia, paneles, softlights, cicloramas, accesorios y elementos de control de luz.
16	5	nuevo				Iluminación para cámara: exposición, contraste, continuidad lumínica, brillos, reflejos, pieles, fondos, decorados, profundidad, relación con ópticas y control de imagen.
16	6	nuevo				Manejo de aparatos de iluminación: orientación, intensidad, enfoque, apertura, recorte, filtrado, difusión, regulación, ajuste de sombras y resolución de problemas puntuales.
16	7	parecido	9	8	0.50	Mesas y pupitres de iluminación: operación durante programas, memorias, cues, efectos, regulación, cambios de luz y coordinación con realización.
16	8	parecido	9	9	0.92	Iluminación de programas en estudio: informativos, magazines, entrevistas, debates, entretenimiento, musicales, ficción y formatos con público.
16	9	nuevo				Iluminación en exteriores y localizaciones: luz natural, refuerzos, contraluces, climatología, continuidad, grupos electrógenos, seguridad y adaptación a recursos disponibles.
16	10	nuevo				Iluminación en directos y retransmisiones: preparación, ensayos, cambios rápidos, seguimiento de escaleta, respuesta ante incidencias y coordinación por intercomunicación.
16	11	nuevo				Relación entre iluminación, escenografía, realización, cámara, grafismo y sonido: coordinación para asegurar continuidad visual y calidad técnica de imagen.
16	12	nuevo				Medición, filtrado y corrección durante la ejecución del programa: comprobación por cámara, ajustes de brillos, sombras, tiros de cámara, perlas y problemas de lectura de imagen.
16	13	nuevo				Mantenimiento básico y cuidado operativo de equipos de iluminación: revisión, limpieza, conservación, comunicación de averías y uso adecuado del material.
16	14	nuevo				Innovación en iluminación audiovisual: tecnología LED, control por red, DMX, iluminación robotizada, producción virtual, realidad aumentada, HDR y eficiencia energética.
16	15	parecido	34	20	0.89	Prevención de riesgos laborales aplicada al puesto de trabajo: derechos y obligaciones de las personas trabajadoras en materia preventiva; riesgos generales y específicos del puesto en RTVA/CSRTV; pantallas de visualización de datos, ergonomía y trastornos musculoesqueléticos; electricidad, calor, trabajos en altura; accidente in itinere y en misión; equipos de protección individual y medidas preventivas.
17	1	nuevo				Diseño de iluminación para televisión: criterios técnicos, artísticos, narrativos y expresivos; adecuación al género, formato, realización, escenografía, identidad visual y servicio público.
17	2	nuevo				Planificación de la iluminación de programas: análisis de necesidades, interpretación de guion o escaleta, definición de recursos, tiempos de montaje, ensayos, pruebas y grabación/emisión.
17	3	nuevo				Diseño de luz para informativos, magazines, entrevistas, debates, ficción, musicales, entretenimiento, deportes, especiales y retransmisiones institucionales.
17	4	nuevo				Lenguaje visual y estilo lumínico: atmósfera, tono, contraste, dirección de la luz, profundidad, composición, continuidad, expresividad y coherencia estética.
17	5	parecido	16	2	0.62	Colorimetría avanzada aplicada a televisión: temperatura de color, reproducción cromática, mezcla de fuentes, balance de blancos, filtros, dominantes, cámaras y sistemas HDR/SDR.
17	6	nuevo				Fotometría, medición y control de calidad de la luz: niveles, uniformidad, luminancia, exposición, relación de contraste, medición de fuentes y ajuste final por cámara.
17	7	nuevo				Equipamiento de iluminación y selección de medios: proyectores convencionales, LED, HMI, móviles, controladores, accesorios, sistemas de regulación, DMX y soluciones para estudio/exteriores.
17	8	nuevo				Elaboración de planos, esquemas y documentación técnica de iluminación: posiciones, tiros, circuitos, efectos, hojas de actuación, necesidades de personal y material.
17	9	nuevo				Coordinación del trabajo del equipo de iluminación: relación con capataz, eléctricos, iluminadores, realización, producción, cámaras, escenografía, grafismo, sonido y mantenimiento. Gestión de roles y funciones.
17	10	nuevo				Dirección de pruebas y ensayos de iluminación: comprobación del resultado por cámara, ajustes de estilo, resolución de problemas técnicos y validación del resultado final.
17	11	nuevo				Diseño de iluminación en exteriores, unidades móviles y localizaciones complejas: planificación, alimentación, seguridad, climatología, continuidad, restricciones espaciales y contingencias.
17	12	nuevo				Iluminación para escenografía, pantallas, videowalls, realidad aumentada, decorados virtuales y producción virtual: integración técnica y visual.
17	13	nuevo				Gestión de recursos de iluminación: previsión de personal, equipamiento, prioridades, disponibilidad, coordinación con servicios externos, eficiencia y mejora de procedimientos.
17	14	nuevo				Innovación, sostenibilidad y evolución tecnológica en el diseño de iluminación: LED, control por red, automatización, iluminación robotizada, eficiencia energética, reducción de consumos y nuevas tendencias visuales.
17	15	parecido	34	20	0.89	Prevención de riesgos laborales aplicada al puesto de trabajo: derechos y obligaciones de las personas trabajadoras en materia preventiva; riesgos generales y específicos del puesto en RTVA/CSRTV; planificación preventiva de montajes, electricidad, altura; pantallas de visualización de datos, ergonomía y trastornos musculoesqueléticos; accidente in itinere y en misión; equipos de protección individual y medidas preventivas.
19	1	identico	22	1	1.00	Organización y funciones de la Dirección Financiera. Planificación, coordinación, dirección de equipos, gestión por objetivos y mejora continua de los procesos económico-financieros.
19	2	identico	22	2	1.00	Marco jurídico y organizativo de las agencias públicas empresariales y sociedades mercantiles públicas del sector público de Andalucía.
19	3	identico	22	3	1.00	Régimen económico-financiero de las agencias públicas empresariales y sociedades mercantiles del sector público de Andalucía.
19	4	identico	22	4	1.00	Contabilidad financiera de entidades públicas empresariales. Principios contables, registro de operaciones, criterios de valoración y elaboración de información financiera.
19	5	identico	22	5	1.00	Plan General de Contabilidad aplicable a entidades públicas empresariales. Inmovilizado, existencias, provisiones, periodificaciones y cierre contable.
19	6	identico	22	6	1.00	Cuentas anuales, estados financieros, memoria e informe de gestión. Análisis económico-financiero e indicadores.
19	7	identico	22	7	1.00	Contabilidad presupuestaria. Elaboración, ejecución, modificaciones, seguimiento, liquidación y cierre del presupuesto.
19	8	identico	22	8	1.00	Planificación financiera, tesorería y gestión de la liquidez. Cobros, pagos, conciliaciones bancarias y previsiones financieras.
19	9	identico	22	9	1.00	Estabilidad presupuestaria, sostenibilidad financiera y principios de eficiencia en la gestión de los recursos públicos.
19	10	identico	22	10	1.00	Subvenciones, transferencias y otras fuentes de financiación pública. Gestión, seguimiento y obligaciones de justificación.
19	11	identico	22	11	1.00	Contratación pública con incidencia económico-presupuestaria. Preparación, ejecución, seguimiento económico y liquidación de contratos.
19	12	identico	22	12	1.00	Ley de Contratos del Sector Público: principios, ámbito subjetivo, tipos de  contratos, expedientes y procedimientos de adjudicación
19	13	identico	22	13	1.00	Gestión económico-financiera de proveedores, acreedores y deudores. Facturación, obligaciones de cobro/pago y control documental.
19	14	identico	22	14	1.00	Gestión patrimonial. Inventario, inmovilizado, amortizaciones, inversiones y seguimiento de la ejecución presupuestaria asociada.
19	15	identico	22	15	1.00	Sistemas de información económico-financiera y administración electrónica aplicada a la gestión económica. ERP, gestión documental, automatización de procesos, explotación de datos, cuadros de mando e indicadores de gestión. Sistema de gestión de la información económica de la Junta de Andalucía (GIRO).
19	16	identico	22	16	1.00	Planificación económico-financiera y control de gestión. Elaboración de previsiones, seguimiento de objetivos, indicadores de eficiencia y apoyo a la toma de decisiones.
19	17	identico	22	17	1.00	Elaboración de informes técnicos, memorias, indicadores de gestión y documentación para los órganos de dirección y gobierno.
19	18	identico	22	18	1.00	Régimen fiscal: IVA, Impuesto de Sociedades, IRPF, tributación local (IAE, IBI, tasas), tributación de no residentes. Declaraciones y aspectos prácticos. Censos de empresarios y profesionales. Régimen de cotizaciones y liquidaciones de la Seguridad Social.
19	19	identico	22	19	1.00	Legislación civil y mercantil aplicada al área económico-financiera: Tipos de sociedades, tipos de contratos, cesiones de crédito, concursos de acreedores,  fianzas, depósitos,  avales,  embargos, retenciones en nóminas  y créditos.
19	20	identico	22	20	1.00	Aspectos básicos de normativa y operatoria bancaria. Contratos de cuentas, liquidaciones de intereses y comisiones, pólizas de crédito, préstamos, créditos documentarios. Medios de pagos y cobros (transferencias, cheques, confirming, etc.). Banca electrónica y conciliaciones bancarias. Operaciones con divisas.
19	21	identico	34	20	1.00	Prevención de riesgos laborales aplicada al puesto de trabajo: derechos y obligaciones de las personas trabajadoras en materia preventiva; riesgos generales y específicos del puesto en RTVA/CSRTV; pantallas de visualización de datos, ergonomía y trastornos musculoesqueléticos; accidente in itinere y en misión; equipos de protección individual y medidas preventivas.
21	1	identico	18	1	1.00	Planificación, coordinación y supervisión de equipos en el ámbito del puesto.
21	2	identico	18	2	1.00	Elaboración de informes, indicadores, memorias, partes de actividad e incidencias.
21	3	identico	18	3	1.00	Gestión de recursos propios y externos, prioridades, turnos, continuidad del servicio y mejora de procedimientos.
21	4	identico	22	9	1.00	Estabilidad presupuestaria, sostenibilidad financiera y principios de eficiencia en la gestión de los recursos públicos.
21	5	identico	22	12	1.00	Ley de Contratos del Sector Público: principios, ámbito subjetivo, tipos de contratos, expedientes y procedimientos de adjudicación.
21	6	nuevo				Preparación del expediente: necesidad, memoria, presupuesto base, valor estimado, solvencia y criterios.
21	7	nuevo				Pliegos administrativos y técnicos: contenido, división en lotes, criterios de adjudicación y prescripciones audiovisuales.
21	8	nuevo				Procedimientos de contratación: abierto, simplificado, negociado, menor, acuerdos marco y sistemas dinámicos.
21	9	nuevo				El contrato menor: requisitos, tipos, duración. Problemática del fraccionamiento de contratos.
21	10	nuevo				Especialidades de los poderes adjudicadores no Administración Pública en materia de contratación.
21	11	nuevo				Compra de bienes y servicios audiovisuales: equipos técnicos, producción, derechos, mantenimiento, servicios generales y tecnología.
21	12	nuevo				Ejecución contractual: responsable del contrato, modificaciones, penalidades, prórrogas, recepción y liquidación.
21	13	nuevo				Contratación electrónica, perfil del contratante, publicidad, transparencia y archivo del expediente.
21	14	nuevo				Integridad, conflicto de intereses, prevención del fraude y obligaciones derivadas de fondos públicos.
21	15	nuevo				Gestión de proveedores: homologación, evaluación, incidencias, cumplimiento laboral y coordinación de actividades.
21	16	identico	22	13	1.00	Gestión económico-financiera de proveedores, acreedores y deudores. Facturación, obligaciones de cobro/pago y control documental.
21	17	nuevo				Presupuesto, contabilidad, fiscalización, retenciones de crédito y control de gasto.
21	18	nuevo				Compras sostenibles, sociales, accesibles, innovadoras y con perspectiva de igualdad.
21	19	nuevo				Protección de datos y confidencialidad en expedientes de contratación.
21	20	nuevo				Contratos de propiedad intelectual, licencias, producciones, derechos de emisión y coproducciones.
21	21	nuevo				Inventario, almacén, logística, pedidos, recepción, garantías y obsolescencia.
21	22	nuevo				Elaboración de informes, cuadros de seguimiento, indicadores y planificación anual de compras.
21	23	identico	34	20	1.00	Prevención de riesgos laborales aplicada al puesto de trabajo: derechos y obligaciones de las personas trabajadoras en materia preventiva; riesgos generales y específicos del puesto en RTVA/CSRTV; pantallas de visualización de datos, ergonomía y trastornos musculoesqueléticos; accidente in itinere y en misión; equipos de protección individual y medidas preventivas.
23	1	nuevo				Gestión integral de la explotación y mantenimiento de centros de trabajo: concepto, alcance, organización, niveles de servicio y continuidad operativa.
23	2	nuevo				Funciones del Departamento de Explotación y Mantenimiento en RTVA/CSRTV: gestión de recursos técnicos, humanos y presupuestarios; coordinación con áreas usuarias; soporte a centros de trabajo.
23	3	nuevo				Plan de mantenimiento: diseño, implantación, seguimiento y revisión. Mantenimiento preventivo, correctivo, predictivo, técnico-legal y conductivo.
23	4	nuevo				Gestión de instalaciones en edificios administrativos, técnicos y de producción audiovisual: criticidad, disponibilidad, redundancia, seguridad y coordinación con la actividad productiva.
23	5	nuevo				Instalaciones eléctricas de baja tensión: cuadros, líneas, protecciones, puestas a tierra, continuidad de suministro, inspecciones y mantenimiento.
23	6	nuevo				Reglamento electrotécnico para baja tensión y normativa técnica aplicable a instalaciones eléctricas en edificios y centros de trabajo.
23	7	nuevo				Sistemas de alimentación crítica: centros de transformación, grupos electrógenos, SAI/UPS, baterías, transferencia de carga, pruebas periódicas y planes de contingencia.
23	8	nuevo				Instalaciones térmicas y climatización: producción de frío y calor, ventilación, control de temperatura y humedad, eficiencia energética, mantenimiento e inspecciones reglamentarias.
23	9	parecido	27	10	0.54	Reglamento de instalaciones térmicas en los edificios: obligaciones del titular, mantenimiento, inspecciones, documentación y eficiencia energética.
23	10	nuevo				Instalaciones de fontanería, saneamiento, agua, gas y otros suministros básicos: explotación, mantenimiento, control de consumos, incidencias y continuidad del servicio.
23	11	nuevo				Telefonía, comunicaciones básicas y servicios auxiliares de edificio: coordinación con proveedores, disponibilidad, mantenimiento y gestión de incidencias.
23	12	parecido	27	11	0.61	Protección contra incendios y seguridad de instalaciones: detección, alarma, extinción, señalización, evacuación, mantenimiento reglamentario y coordinación con planes de emergencia.
23	13	nuevo				Inmótica, automatización y sistemas de gestión técnica de edificios: BMS/SCADA, sensores, monitorización, alarmas, control energético y explotación de datos.
23	14	nuevo				Gestión de contratas y colaboradores externos: planificación, coordinación, control de calidad, niveles de servicio, penalizaciones, prevención de riesgos y evaluación del desempeño.
23	15	nuevo				Contratación pública aplicada a servicios, obras, suministros y mantenimiento: preparación de expedientes, prescripciones técnicas, criterios de adjudicación, ejecución, recepción y control del contrato.
23	16	nuevo				Gestión presupuestaria del departamento: elaboración de previsiones, control de ejecución, seguimiento de inversiones y gastos, priorización de actuaciones y justificación de necesidades.
23	17	nuevo				Proyectos de mejora de instalaciones: detección de necesidades, análisis de viabilidad, memoria técnica, planificación, ejecución, recepción, puesta en servicio y seguimiento.
23	18	nuevo				Gestión de equipos técnicos y humanos: organización del trabajo, liderazgo, asignación de tareas, turnos, coordinación interdepartamental, comunicación y resolución de incidencias.
23	19	nuevo				Gestión documental del mantenimiento: inventario de activos, libro de mantenimiento, partes de trabajo, informes técnicos, certificaciones, inspecciones, trazabilidad y archivo.
23	20	nuevo				Gestión de incidencias críticas: clasificación, priorización, escalado, comunicación interna, actuación de emergencia, recuperación del servicio y análisis posterior.
23	21	nuevo				Eficiencia energética y sostenibilidad en edificios e instalaciones: auditorías energéticas, monitorización de consumos, medidas de ahorro, autoconsumo, iluminación eficiente y gestión ambiental.
23	22	nuevo				Continuidad de servicios básicos en centros de trabajo: electricidad, agua, gas, telefonía, climatización y seguridad; planes de contingencia y pruebas de disponibilidad.
23	23	nuevo				Control de calidad en la explotación de instalaciones: indicadores, SLA, cuadros de mando, auditorías internas, mejora continua y satisfacción de usuarios internos.
23	24	nuevo				Particularidades de los centros de producción audiovisual y sedes territoriales: necesidades de disponibilidad, convivencia de instalaciones generales y equipamiento técnico, coordinación con producción, informativos y emisiones.
23	25	identico	34	20	1.00	Prevención de riesgos laborales aplicada al puesto de trabajo: derechos y obligaciones de las personas trabajadoras en materia preventiva; riesgos generales y específicos del puesto en RTVA/CSRTV; pantallas de visualización de datos, ergonomía y trastornos musculoesqueléticos; accidente in itinere y en misión; equipos de protección individual y medidas preventivas.
25	1	identico	18	1	1.00	Planificación, coordinación y supervisión de equipos en el ámbito del puesto.
25	2	identico	18	2	1.00	Elaboración de informes, indicadores, memorias, partes de actividad e incidencias.
25	3	identico	18	3	1.00	Gestión de recursos propios y externos, prioridades, turnos, continuidad del servicio y mejora de procedimientos.
25	4	identico	22	9	1.00	Estabilidad presupuestaria, sostenibilidad financiera y principios de eficiencia en la gestión de los recursos públicos.
25	5	parecido	22	12	0.91	Ley de Contratos del Sector Público: principios, ámbito subjetivo, contratos, expedientes y procedimientos de adjudicación.
25	6	identico	21	6	1.00	Preparación del expediente: necesidad, memoria, presupuesto base, valor estimado, solvencia y criterios.
25	7	identico	21	7	1.00	Pliegos administrativos y técnicos: contenido, división en lotes, criterios de adjudicación y prescripciones audiovisuales.
25	8	identico	21	8	1.00	Procedimientos de contratación: abierto, simplificado, negociado, menor, acuerdos marco y sistemas dinámicos.
25	9	identico	21	9	1.00	El contrato menor: requisitos, tipos, duración. Problemática del fraccionamiento de contratos.
25	10	identico	21	10	1.00	Especialidades de los poderes adjudicadores no Administración Pública en materia de contratación.
25	11	identico	21	11	1.00	Compra de bienes y servicios audiovisuales: equipos técnicos, producción, derechos, mantenimiento, servicios generales y tecnología.
25	12	identico	21	12	1.00	Ejecución contractual: responsable del contrato, modificaciones, penalidades, prórrogas, recepción y liquidación.
25	13	identico	21	13	1.00	Contratación electrónica, perfil del contratante, publicidad, transparencia y archivo del expediente.
25	14	identico	21	14	1.00	Integridad, conflicto de intereses, prevención del fraude y obligaciones derivadas de fondos públicos.
25	15	identico	21	15	1.00	Gestión de proveedores: homologación, evaluación, incidencias, cumplimiento laboral y coordinación de actividades.
25	16	identico	21	15	1.00	Gestión de proveedores: homologación, evaluación, incidencias, cumplimiento laboral y coordinación de actividades.
25	17	identico	22	13	1.00	Gestión económico-financiera de proveedores, acreedores y deudores. Facturación, obligaciones de cobro/pago y control documental.
25	18	identico	21	17	1.00	Presupuesto, contabilidad, fiscalización, retenciones de crédito y control de gasto.
25	19	identico	21	18	1.00	Compras sostenibles, sociales, accesibles, innovadoras y con perspectiva de igualdad.
25	20	identico	21	19	1.00	Protección de datos y confidencialidad en expedientes de contratación.
25	21	identico	21	20	1.00	Contratos de propiedad intelectual, licencias, producciones, derechos de emisión y coproducciones.
25	22	identico	21	21	1.00	Inventario, almacén, logística, pedidos, recepción, garantías y obsolescencia.
25	23	identico	21	22	1.00	Elaboración de informes, cuadros de seguimiento, indicadores y planificación anual de compras.
25	24	identico	34	20	1.00	Prevención de riesgos laborales aplicada al puesto de trabajo: derechos y obligaciones de las personas trabajadoras en materia preventiva; riesgos generales y específicos del puesto en RTVA/CSRTV; pantallas de visualización de datos, ergonomía y trastornos musculoesqueléticos; accidente in itinere y en misión; equipos de protección individual y medidas preventivas.
31	1	nuevo				Lenguaje radiofónico: palabra, música, silencio, efectos, ritmo, continuidad y narrativa sonora.
31	2	nuevo				Diseño de programas de radio: formatos, secciones, escaleta, guion, rundown, tono y público objetivo.
31	3	nuevo				Producción de contenidos: búsqueda de temas, documentación, invitados, entrevistas, permisos y coordinación.
31	4	nuevo				Presentación y locución: dicción, ritmo, improvisación, lectura, autocontrol y comunicación con el operador.
31	5	nuevo				Informativos y magazines radiofónicos: actualidad, servicio público, territorios, cultura y participación ciudadana.
31	6	nuevo				Técnicas de entrevista, debate, tertulia, reportaje sonoro, crónica, conexión en directo y narración deportiva.
31	7	identico	28	7	1.00	Sonido en radio: microfonía, mesa, híbridos, RDSI/IP, codecs, telefonía, streaming y podcast.
31	8	nuevo				Autocontrol y operación básica: niveles, entradas, salidas, cuñas, músicas, ráfagas y continuidad.
31	9	nuevo				Normas de estilo, verificación, contraste de fuentes, pluralismo, rectificación y tratamiento de desinformación.
31	10	nuevo				Derechos de autor, música, archivo sonoro, propiedad intelectual y derechos de imagen/voz.
31	11	nuevo				Producción multiplataforma: podcast, redes, vídeo radio, clips, directos online y participación interactiva.
31	12	nuevo				Protección de menores, igualdad, diversidad, lenguaje inclusivo y tratamiento de colectivos vulnerables.
31	13	nuevo				Planificación de medios, presupuesto básico, logística de exteriores y coordinación técnica.
31	14	nuevo				Gestión de imprevistos en directo, tiempos, escaleta, incidencias técnicas y comunicación interna.
31	15	nuevo				Relación con redacción, producción, realización, documentación, continuidad y centros territoriales.
31	16	nuevo				Análisis de audiencia radiofónica y digital, indicadores y mejora de contenidos.
31	17	parecido	34	18	0.96	Ética profesional y responsabilidad: Carta Ética Mundial para Periodistas de la FIP, Estatuto Profesional de RTVA/CSRTV, Libro de Estilo, independencia, conflicto de intereses, deber de imparcialidad, incompatibilidad de ventajas o tratos de favor, rectificación, transparencia con la audiencia y Defensor/a de la Audiencia.
31	18	identico	34	20	1.00	Prevención de riesgos laborales aplicada al puesto de trabajo: derechos y obligaciones de las personas trabajadoras en materia preventiva; riesgos generales y específicos del puesto en RTVA/CSRTV; pantallas de visualización de datos, ergonomía y trastornos musculoesqueléticos; accidente in itinere y en misión; equipos de protección individual y medidas preventivas.
39	1	nuevo				La enfermería del trabajo: concepto, competencias profesionales, funciones asistenciales, preventivas, gestoras, docentes e investigadoras.
39	2	nuevo				Marco normativo de la prevención de riesgos laborales: Ley de Prevención de Riesgos Laborales, Reglamento de los Servicios de Prevención y normativa sanitaria laboral aplicable.
39	3	nuevo				Organización preventiva en la empresa: servicios de prevención, especialidades preventivas, unidad básica de salud laboral y coordinación con Recursos Humanos y áreas técnicas.
39	4	nuevo				Vigilancia de la salud de las personas trabajadoras: finalidad, voluntariedad, proporcionalidad, confidencialidad, consentimiento informado y excepciones legalmente previstas.
39	5	nuevo				Reconocimientos médicos laborales y protocolos de vigilancia sanitaria específica: tipos, periodicidad, historia clínico-laboral, pruebas complementarias, informes de aptitud y seguimiento.
39	6	nuevo				Aptitud laboral y adaptación del puesto de trabajo: apto, apto con limitaciones, no apto temporal o definitivo, restricciones, reincorporación y coordinación preventiva.
39	7	nuevo				Personas trabajadoras especialmente sensibles: embarazo, lactancia, discapacidad, enfermedades crónicas, edad, reincorporación tras incapacidad temporal prolongada y medidas de protección.
39	8	nuevo				Riesgos laborales en la actividad audiovisual: platós, estudios, controles, unidades móviles, exteriores, centros emisores, redacciones, oficinas, almacenes y centros territoriales.
